"V Sehwag","A Singh","4","3"
"SR Tendulkar","RV Gomez","0","4"
"S Sreesanth","A Mishra","0","1"
"AB de Villiers","S Badree","1","1"
"V Sehwag","P Awana","2","1"
"R Rampaul","KW Richardson","1","1"
"DJ Hussey","KA Pollard","2","2"
"MJ McClenaghan","SN Thakur","0","3"
"AT Rayudu","PJ Sangwan","1","4"
"Azhar Mahmood","Harbhajan Singh","6","1"
"S Dhawan","RP Singh","4","5"
"S Dhawan","DJ Hussey","6","1"
"HM Amla","Mustafizur Rahman","4","3"
"A Chandila","V Pratap Singh","0","1"
"MEK Hussey","B Lee","6","2"
"Ishan Kishan","T Natarajan","0","2"
"G Gambhir","Z Khan","1","24"
"KS Williamson","RP Singh","1","2"
"LRPL Taylor","AB Agarkar","6","2"
"M Vohra","AD Russell","4","1"
"BJ Hodge","KP Appanna","1","1"
"F du Plessis","AD Mathews","2","1"
"DB Das","M Muralitharan","6","2"
"DJG Sammy","L Balaji","2","1"
"MC Henriques","UT Yadav","1","8"
"JP Faulkner","R Vinay Kumar","1","3"
"MN Samuels","Bipul Sharma","0","1"
"Yuvraj Singh","P Amarnath","1","4"
"DJ Bravo","K Goel","2","1"
"SR Watson","RR Raje","4","2"
"MA Agarwal","DE Bollinger","1","3"
"MS Dhoni","UT Yadav","1","10"
"JM Kemp","A Mishra","0","1"
"AG Murtaza","CH Gayle","0","2"
"DA Warner","SR Watson","6","1"
"DA Warner","JW Hastings","2","1"
"SS Tiwary","R Vinay Kumar","4","3"
"UT Khawaja","KJ Abbott","0","2"
"SK Raina","R McLaren","0","2"
"PA Patel","MC Henriques","1","4"
"A Kumble","SK Warne","4","1"
"SE Marsh","VR Aaron","1","7"
"AJ Finch","AF Milne","1","1"
"AJ Finch","YS Chahal","4","1"
"OA Shah","SL Malinga","1","9"
"S Dhawan","PV Tambe","6","2"
"JH Kallis","M Morkel","4","8"
"EJG Morgan","KA Pollard","1","1"
"NV Ojha","S Tyagi","6","1"
"DJ Bravo","M Muralitharan","2","1"
"JH Kallis","SW Tait","0","2"
"PC Valthaty","JR Hopes","2","1"
"M Vijay","MM Patel","1","1"
"MS Bisla","RA Jadeja","4","1"
"KC Sangakkara","WD Parnell","1","2"
"MR Marsh","R Vinay Kumar","1","4"
"JR Hopes","A Mishra","4","2"
"PD Collingwood","AD Mathews","4","1"
"M Kaif","ST Jayasuriya","0","3"
"AB de Villiers","NM Coulter-Nile","4","1"
"DL Vettori","JH Kallis","0","1"
"B Kumar","CH Morris","2","1"
"JEC Franklin","DJ Hussey","1","2"
"SE Marsh","SB Bangar","4","3"
"CH Morris","Iqbal Abdulla","4","1"
"A Kumble","A Mishra","1","1"
"RG Sharma","Imran Tahir","1","20"
"DA Warner","S Aravind","4","3"
"CL White","R Ashwin","1","7"
"P Negi","CH Morris","1","2"
"DB Ravi Teja","A Nehra","0","3"
"GJ Maxwell","GB Hogg","1","3"
"SW Tait","PD Collingwood","1","1"
"RA Jadeja","BCJ Cutting","1","1"
"GJ Bailey","YS Chahal","1","5"
"AB de Villiers","Ankit Sharma","0","3"
"JP Duminy","DL Vettori","2","2"
"RV Uthappa","Swapnil Singh","4","1"
"Y Venugopal Rao","JH Kallis","0","4"
"DW Steyn","AR Patel","0","1"
"KD Karthik","DJ Bravo","1","3"
"DA Warner","J Botha","1","9"
"Yuvraj Singh","MF Maharoof","1","1"
"UBT Chand","YS Chahal","4","2"
"MK Tiwary","JR Hopes","1","9"
"ML Hayden","RR Powar","4","2"
"MEK Hussey","R Dhawan","0","1"
"AC Voges","KA Pollard","0","1"
"KP Pietersen","DJ Bravo","6","1"
"HH Pandya","R Tewatia","6","1"
"RP Singh","WD Parnell","0","1"
"MS Dhoni","Kamran Khan","0","1"
"RV Uthappa","JP Duminy","6","2"
"DJ Hussey","YK Pathan","0","3"
"J Botha","KA Pollard","0","1"
"AJ Finch","KK Cooper","2","1"
"MC Henriques","AB Dinda","0","2"
"R Rampaul","SL Malinga","2","1"
"JC Buttler","M Ashwin","0","1"
"Q de Kock","BB Sran","1","2"
"MEK Hussey","I Sharma","1","6"
"NV Ojha","JA Morkel","6","3"
"V Kohli","P Amarnath","0","1"
"KS Williamson","MM Sharma","6","1"
"AJ Finch","P Sahu","4","2"
"RV Uthappa","M Morkel","3","1"
"AC Voges","SL Malinga","1","2"
"AC Gilchrist","JP Faulkner","1","2"
"AM Rahane","Anand Rajan","4","2"
"A Mishra","SK Trivedi","2","3"
"RE van der Merwe","CH Gayle","1","1"
"KC Sangakkara","SM Pollock","4","4"
"RP Singh","SB Jakati","1","1"
"S Dhawan","A Nel","0","1"
"ML Hayden","RP Singh","0","13"
"DS Kulkarni","SR Watson","4","2"
"Mohammad Hafeez","IK Pathan","0","6"
"SC Ganguly","RG Sharma","4","1"
"YK Pathan","R Dhawan","2","1"
"SC Ganguly","JA Morkel","0","10"
"G Gambhir","DJ Hooda","2","1"
"G Gambhir","Joginder Sharma","1","3"
"MEK Hussey","SP Narine","1","17"
"ST Jayasuriya","M Muralitharan","4","2"
"DL Vettori","UT Yadav","0","1"
"SR Watson","CJ Anderson","0","3"
"KH Pandya","S Nadeem","1","2"
"S Sohal","R Ashwin","2","1"
"DA Warner","Mohammed Shami","6","1"
"SE Marsh","SB Bangar","1","5"
"BJ Hodge","SL Malinga","1","17"
"P Dogra","AG Murtaza","1","3"
"TM Head","MM Sharma","1","1"
"S Sohal","JA Morkel","1","2"
"GJ Bailey","A Kumble","1","4"
"B Chipli","MS Gony","4","1"
"R Vinay Kumar","CRD Fernando","2","1"
"MK Tiwary","R Vinay Kumar","0","10"
"DA Warner","Anureet Singh","4","7"
"SR Watson","R Sharma","0","4"
"SS Tiwary","SB Jakati","4","1"
"CH Gayle","L Balaji","4","3"
"LMP Simmons","KK Cooper","0","4"
"LA Carseldine","Y Venugopal Rao","0","1"
"AT Rayudu","JP Faulkner","0","7"
"JP Faulkner","PP Ojha","1","4"
"HM Amla","Basil Thampi","4","5"
"SP Fleming","AB Agarkar","4","1"
"CM Gautam","S Badree","1","1"
"MEK Hussey","MS Gony","4","2"
"Sandeep Sharma","CH Morris","0","1"
"G Gambhir","BJ Hodge","1","4"
"MS Bisla","CH Gayle","4","1"
"A Mishra","RP Singh","1","2"
"RA Tripathi","P Negi","2","1"
"LJ Wright","P Kumar","4","2"
"KL Rahul","KC Cariappa","1","1"
"JDP Oram","PP Chawla","2","1"
"KC Sangakkara","YK Pathan","4","4"
"PD Collingwood","PP Ojha","0","3"
"MK Pandey","J Theron","4","1"
"CJ Anderson","Yuvraj Singh","1","4"
"M Manhas","SW Tait","0","3"
"UBT Chand","L Balaji","2","1"
"PP Chawla","JD Ryder","1","1"
"SE Marsh","A Choudhary","1","1"
"DJ Hussey","Yuvraj Singh","1","1"
"AB Agarkar","DJ Thornely","0","3"
"NV Ojha","S Dhawan","6","2"
"FY Fazal","RP Singh","2","2"
"Kamran Akmal","JA Morkel","1","4"
"JR Hopes","A Mishra","2","1"
"KH Pandya","A Mishra","6","4"
"SR Watson","Harmeet Singh","0","1"
"L Balaji","B Lee","1","1"
"S Dhawan","SB Joshi","1","1"
"J Arunkumar","AB Dinda","4","2"
"AB Agarkar","T Henderson","0","2"
"HH Pandya","R Tewatia","0","2"
"DPMD Jayawardene","P Kumar","4","6"
"STR Binny","S Aravind","0","1"
"RV Uthappa","MA Starc","4","3"
"NV Ojha","AM Salvi","0","5"
"MK Pandey","ST Jayasuriya","4","1"
"DT Christian","R Sharma","0","1"
"M Vohra","JD Unadkat","2","1"
"LR Shukla","RE van der Merwe","2","2"
"R Dravid","I Sharma","4","10"
"MC Henriques","K Rabada","4","2"
"MA Agarwal","KA Pollard","0","6"
"AP Tare","VR Aaron","3","1"
"MA Agarwal","Sandeep Sharma","6","2"
"Azhar Mahmood","HV Patel","4","1"
"MK Pandey","JP Duminy","2","1"
"CH Gayle","DP Nannes","4","1"
"RA Jadeja","RR Raje","6","1"
"PP Chawla","M Morkel","1","4"
"PA Patel","Sohail Tanvir","4","2"
"WPUJC Vaas","SK Warne","1","2"
"OA Shah","SP Narine","4","1"
"RJ Quiney","DJ Bravo","1","2"
"KA Pollard","NM Coulter-Nile","6","1"
"RA Tripathi","Rashid Khan","0","2"
"SS Tiwary","JH Kallis","0","8"
"AB Agarkar","A Nehra","2","1"
"AT Rayudu","JH Kallis","1","9"
"N Rana","Rashid Khan","0","3"
"F du Plessis","Bipul Sharma","4","2"
"JH Kallis","V Sehwag","1","1"
"S Nadeem","R Bhatia","1","1"
"EJG Morgan","BJ Hodge","6","1"
"DJ Hooda","KV Sharma","0","2"
"Misbah-ul-Haq","R Bhatia","4","1"
"PA Patel","P Kumar","6","1"
"AT Rayudu","SB Wagh","0","3"
"R Sathish","CR Brathwaite","0","1"
"KK Nair","MJ McClenaghan","4","2"
"Y Venugopal Rao","MF Maharoof","1","4"
"S Badrinath","BA Bhatt","2","4"
"SE Marsh","DE Bollinger","4","1"
"KC Sangakkara","S Tyagi","0","3"
"RN ten Doeschate","KV Sharma","1","3"
"AM Rahane","SMSM Senanayake","0","3"
"MK Pandey","P Negi","0","4"
"JH Kallis","R Vinay Kumar","0","9"
"F du Plessis","MM Sharma","4","1"
"DL Vettori","MM Patel","0","6"
"MS Dhoni","JR Hopes","2","3"
"JP Duminy","DR Smith","0","4"
"M Vijay","DL Chahar","6","1"
"P Dogra","AB McDonald","0","1"
"KD Karthik","Iqbal Abdulla","0","13"
"KD Karthik","HV Patel","1","5"
"SK Warne","L Balaji","0","6"
"D Wiese","SL Malinga","1","1"
"V Shankar","JJ Bumrah","4","1"
"S Dhawan","A Singh","6","1"
"JA Morkel","PP Ojha","1","9"
"AL Menaria","JP Duminy","1","2"
"SS Iyer","MJ McClenaghan","2","1"
"JC Buttler","MM Patel","0","4"
"Mandeep Singh","TG Southee","0","1"
"Y Nagar","B Akhil","0","3"
"TM Head","S Kaushik","6","1"
"JC Buttler","RA Jadeja","4","1"
"BB McCullum","CH Morris","2","1"
"A Flintoff","DW Steyn","6","1"
"SPD Smith","MM Patel","0","3"
"BJ Hodge","A Mithun","1","3"
"MK Tiwary","RG Sharma","1","2"
"S Kaushik","Sachin Baby","0","1"
"AT Rayudu","YS Chahal","0","9"
"Yuvraj Singh","AB Agarkar","4","2"
"AC Voges","UT Yadav","0","3"
"EJG Morgan","DP Nannes","6","2"
"SR Tendulkar","T Thushara","0","5"
"Mandeep Singh","A Nehra","0","4"
"PA Patel","Harmeet Singh","1","5"
"R Dhawan","SR Watson","4","1"
"S Rana","UT Yadav","2","2"
"DB Ravi Teja","B Lee","0","3"
"SR Tendulkar","JH Kallis","6","1"
"BJ Hodge","JH Kallis","1","10"
"DA Warner","PP Chawla","2","2"
"R Dhawan","J Suchith","0","2"
"R Dravid","AM Salvi","0","1"
"AT Rayudu","AD Mathews","4","2"
"DA Warner","S Sreesanth","4","3"
"JEC Franklin","P Awana","4","2"
"WP Saha","V Kohli","0","2"
"AA Jhunjhunwala","M Morkel","0","2"
"CH Gayle","AL Menaria","0","2"
"SV Samson","Shakib Al Hasan","0","9"
"PP Chawla","J Botha","1","3"
"CH Gayle","AR Patel","1","4"
"CA Pujara","JA Morkel","4","1"
"M Vijay","TG Southee","4","2"
"SR Tendulkar","R Bhatia","4","4"
"AB Dinda","Z Khan","4","1"
"JH Kallis","CK Langeveldt","4","3"
"CH Gayle","KJ Abbott","1","2"
"KM Jadhav","Z Khan","4","3"
"A Kumble","DJ Bravo","4","1"
"MS Gony","SR Watson","0","1"
"YK Pathan","S Badree","1","2"
"YK Pathan","BAW Mendis","0","2"
"JP Duminy","RR Powar","4","1"
"M Vijay","CH Morris","0","11"
"MC Henriques","PP Ojha","4","1"
"V Kohli","Ankit Sharma","1","13"
"M Vohra","B Kumar","0","16"
"DS Kulkarni","DW Steyn","4","1"
"AJ Finch","LR Shukla","6","2"
"ML Hayden","UT Yadav","1","4"
"W Jaffer","DP Vijaykumar","4","2"
"JJ Roy","Bipul Sharma","0","3"
"CH Gayle","KP Appanna","4","1"
"A Symonds","RR Powar","2","2"
"JR Hopes","A Mishra","1","5"
"DA Miller","MA Starc","2","1"
"BJ Hodge","LR Shukla","4","2"
"KA Pollard","PP Chawla","6","3"
"Harbhajan Singh","Azhar Mahmood","0","2"
"Mandeep Singh","JA Morkel","0","8"
"GH Vihari","R Vinay Kumar","2","2"
"SR Watson","MM Sharma","6","2"
"Harbhajan Singh","DP Nannes","6","1"
"PP Chawla","RP Singh","4","2"
"C Munro","BB Sran","1","1"
"OA Shah","PP Ojha","0","10"
"G Gambhir","YK Pathan","0","4"
"IK Pathan","A Mishra","4","1"
"A Mishra","A Nehra","2","1"
"DA Miller","DJ Hooda","2","2"
"Yuvraj Singh","VY Mahesh","4","1"
"SV Samson","KV Sharma","1","5"
"F du Plessis","JA Morkel","4","3"
"JEC Franklin","DE Bollinger","1","1"
"BJ Rohrer","PV Tambe","4","3"
"DA Warner","MA Starc","4","2"
"GC Smith","R McLaren","1","3"
"RE van der Merwe","Yuvraj Singh","0","5"
"M Vohra","R Bhatia","4","1"
"SA Yadav","KJ Abbott","1","1"
"MC Juneja","Harbhajan Singh","4","1"
"BJ Hodge","A Symonds","4","1"
"AB de Villiers","S Nadeem","4","1"
"CL White","IK Pathan","0","2"
"AM Nayar","KP Pietersen","2","1"
"R Bhatia","P Kumar","1","2"
"GJ Maxwell","BA Stokes","1","2"
"SK Raina","MA Starc","1","6"
"PA Patel","PP Chawla","2","4"
"TL Suman","DS Kulkarni","0","4"
"Harbhajan Singh","Z Khan","1","5"
"SM Harwood","SB Jakati","1","1"
"R Dravid","DP Vijaykumar","0","1"
"V Sehwag","R Vinay Kumar","6","3"
"F du Plessis","S Rana","1","1"
"Harbhajan Singh","BJ Hodge","6","2"
"V Sehwag","JR Hopes","0","1"
"MK Tiwary","DS Kulkarni","4","1"
"MM Sharma","B Kumar","1","2"
"R Bhatia","A Nehra","1","3"
"JR Hopes","PJ Sangwan","0","1"
"M Klinger","Z Khan","1","4"
"JP Faulkner","DS Kulkarni","0","4"
"R Vinay Kumar","DS Kulkarni","1","3"
"GC Smith","L Balaji","4","3"
"RG Sharma","M Ashwin","1","3"
"CH Gayle","Kamran Khan","4","6"
"NLTC Perera","M Kartik","1","2"
"B Kumar","Z Khan","4","1"
"Anirudh Singh","DW Steyn","4","2"
"NV Ojha","MF Maharoof","0","10"
"SK Raina","M Vijay","1","1"
"DR Smith","Shakib Al Hasan","1","3"
"Harbhajan Singh","B Kumar","0","13"
"V Kohli","JH Kallis","2","3"
"JC Buttler","M Ashwin","6","1"
"WA Mota","TL Suman","1","4"
"KK Nair","AD Mathews","1","4"
"MEK Hussey","M Kartik","0","6"
"AB de Villiers","Harbhajan Singh","0","24"
"TM Dilshan","DR Smith","1","3"
"SR Tendulkar","AB McDonald","1","4"
"MEK Hussey","J Botha","0","13"
"SE Marsh","AJ Tye","0","1"
"A Ashish Reddy","BW Hilfenhaus","2","1"
"TM Dilshan","MC Henriques","0","4"
"M Vijay","YK Pathan","0","3"
"Y Venugopal Rao","A Kumble","6","3"
"MS Dhoni","RS Bopara","4","3"
"Q de Kock","MP Stoinis","6","1"
"AG Paunikar","JH Kallis","0","3"
"MA Agarwal","MM Sharma","4","1"
"M Vijay","CH Morris","6","2"
"J Botha","JO Holder","1","2"
"PA Patel","P Kumar","2","1"
"Shivam Sharma","JJ Bumrah","1","1"
"MA Agarwal","UT Yadav","0","10"
"MS Bisla","A Singh","4","1"
"CA Lynn","DS Kulkarni","6","3"
"DA Miller","DJ Hooda","1","7"
"I Sharma","FH Edwards","0","2"
"B Kumar","JJ Bumrah","1","2"
"JP Duminy","YS Chahal","6","5"
"AT Rayudu","VR Aaron","1","12"
"RG Sharma","A Mishra","6","3"
"SK Raina","AM Nayar","2","2"
"SK Raina","PP Ojha","4","1"
"V Kohli","DAJ Bracewell","0","1"
"R Bhatia","M Muralitharan","1","2"
"GJ Bailey","M Kartik","1","3"
"AB Agarkar","SL Malinga","1","2"
"SK Warne","YA Abdulla","1","3"
"A Kumble","M Muralitharan","0","3"
"SA Yadav","Iqbal Abdulla","1","1"
"NS Naik","B Kumar","0","2"
"P Awana","M Morkel","1","1"
"AC Gilchrist","VY Mahesh","4","2"
"Shakib Al Hasan","JDS Neesham","1","2"
"DB Ravi Teja","DJ Bravo","0","3"
"RG Sharma","HV Patel","0","4"
"CA Lynn","SW Tait","0","4"
"DR Smith","SW Tait","4","3"
"KD Karthik","Mohammed Shami","2","2"
"CH Gayle","L Balaji","6","3"
"SB Bangar","Gagandeep Singh","0","2"
"MJ Lumb","J Theron","6","1"
"KA Pollard","K Rabada","4","1"
"N Saini","RJ Peterson","1","2"
"SE Marsh","JR Hopes","6","2"
"V Kohli","M Manhas","0","1"
"A Ashish Reddy","Sandeep Sharma","1","1"
"G Gambhir","Bipul Sharma","0","1"
"SE Marsh","JD Ryder","2","1"
"JA Morkel","R Dhawan","0","1"
"SE Marsh","DW Steyn","1","8"
"AD Mathews","DW Steyn","1","3"
"KC Sangakkara","RJ Harris","4","1"
"JP Duminy","R Ashwin","4","1"
"PA Patel","AR Patel","0","4"
"M Vijay","R Sathish","6","1"
"MS Dhoni","SK Trivedi","0","14"
"NV Ojha","R Sharma","1","1"
"MS Dhoni","RJ Peterson","1","1"
"AM Rahane","MA Starc","4","4"
"R Dhawan","AB Dinda","0","5"
"CH Gayle","Karanveer Singh","4","1"
"PA Patel","RE van der Merwe","2","2"
"GJ Maxwell","CR Woakes","4","1"
"AB de Villiers","SK Trivedi","0","9"
"C Munro","HH Pandya","0","1"
"VVS Laxman","CK Langeveldt","1","2"
"SC Ganguly","SW Tait","1","5"
"AT Rayudu","RJ Harris","4","3"
"MS Bisla","DW Steyn","0","29"
"AA Jhunjhunwala","JH Kallis","0","8"
"V Kohli","FH Edwards","1","1"
"PJ Cummins","DS Kulkarni","1","1"
"KH Pandya","DT Christian","0","5"
"BJ Hodge","A Mishra","4","1"
"R Bhatia","B Kumar","1","1"
"AB de Villiers","JH Kallis","2","4"
"R Ashwin","AB Dinda","0","1"
"RG Sharma","Pankaj Singh","6","1"
"V Sehwag","SJ Srivastava","0","1"
"MK Pandey","RA Jadeja","1","9"
"STR Binny","D Wiese","0","1"
"V Sehwag","RR Powar","4","1"
"RE van der Merwe","M Morkel","0","1"
"DPMD Jayawardene","SR Tendulkar","1","3"
"CA Pujara","Sandeep Sharma","1","3"
"RV Uthappa","M Muralitharan","6","3"
"Q de Kock","S Aravind","1","12"
"RN ten Doeschate","KA Pollard","0","4"
"DJ Hussey","DT Christian","6","1"
"JC Buttler","GB Hogg","2","1"
"YK Pathan","M Ashwin","6","3"
"SS Iyer","R Ashwin","0","6"
"DA Miller","S Aravind","0","7"
"BB McCullum","AA Chavan","0","2"
"AC Gilchrist","AP Dole","6","2"
"YK Pathan","S Sreesanth","0","3"
"AL Menaria","S Randiv","1","1"
"PA Patel","Z Khan","2","2"
"SP Goswami","YK Pathan","1","5"
"DR Smith","WD Parnell","0","7"
"EJG Morgan","PV Tambe","1","1"
"RG Sharma","Basil Thampi","0","1"
"SC Ganguly","JP Faulkner","4","1"
"AL Menaria","RP Singh","0","2"
"M Vijay","IC Pandey","4","3"
"DA Miller","AB Dinda","0","4"
"DJ Hussey","TP Sudhindra","1","2"
"MS Dhoni","Z Khan","4","5"
"G Gambhir","BCJ Cutting","0","6"
"DA Warner","MJ McClenaghan","4","6"
"CH Morris","R Vinay Kumar","0","4"
"CM Gautam","AB Dinda","6","1"
"LMP Simmons","IC Pandey","0","17"
"UBT Chand","S Sreesanth","4","2"
"A Symonds","VY Mahesh","1","1"
"V Kohli","S Randiv","4","1"
"TL Suman","Ankit Sharma","1","1"
"SV Samson","AR Patel","1","17"
"BJ Hodge","K Santokie","2","2"
"AJ Finch","Anureet Singh","0","3"
"DA Miller","C de Grandhomme","0","4"
"MS Bisla","SR Watson","1","2"
"SPD Smith","R Ashwin","1","10"
"D Kalyankrishna","VRV Singh","1","1"
"GH Vihari","UT Yadav","0","4"
"STR Binny","PP Ojha","1","4"
"JA Morkel","CH Gayle","0","4"
"TL Suman","S Sreesanth","1","3"
"Yuvraj Singh","JP Faulkner","0","9"
"MS Bisla","PP Chawla","2","1"
"RG Sharma","JD Unadkat","6","3"
"BB McCullum","WPUJC Vaas","1","1"
"MS Gony","SP Narine","0","1"
"JDP Oram","ST Jayasuriya","6","1"
"V Sehwag","JH Kallis","1","12"
"GB Hogg","HV Patel","1","1"
"GJ Maxwell","SL Malinga","0","6"
"AB de Villiers","S Sreesanth","1","8"
"SR Tendulkar","JDP Oram","1","4"
"STR Binny","Imran Tahir","1","1"
"M Vijay","TG Southee","3","1"
"WP Saha","CH Gayle","1","2"
"DPMD Jayawardene","SR Tendulkar","2","1"
"M Kaif","IK Pathan","0","1"
"AJ Finch","UT Yadav","1","3"
"SV Samson","S Kaushik","0","1"
"DA Warner","M Kartik","0","4"
"S Badrinath","MM Patel","6","1"
"PP Chawla","SP Narine","1","9"
"AM Rahane","AM Salvi","0","1"
"KD Karthik","Sandeep Sharma","1","7"
"J Botha","R Sathish","2","1"
"MF Maharoof","Z Khan","1","1"
"GJ Maxwell","DW Steyn","1","3"
"N Rana","Kuldeep Yadav","6","1"
"S Badrinath","A Mishra","4","1"
"KD Karthik","MC Henriques","0","8"
"AB de Villiers","JP Faulkner","0","7"
"ML Hayden","R McLaren","2","1"
"AB Dinda","R Vinay Kumar","0","1"
"SA Asnodkar","I Sharma","0","1"
"KV Sharma","BE Hendricks","1","1"
"MR Marsh","R Dhawan","1","3"
"S Aravind","VR Aaron","2","1"
"P Kumar","GD McGrath","1","1"
"IR Jaggi","A Singh","4","2"
"MS Dhoni","VRV Singh","0","6"
"IR Jaggi","S Kaul","1","2"
"RR Rossouw","RG Sharma","1","3"
"AP Tare","KK Cooper","1","1"
"RR Pant","Mohammed Siraj","0","1"
"RG Sharma","BE Hendricks","0","1"
"AB de Villiers","KH Pandya","1","17"
"KA Pollard","AC Thomas","4","2"
"RA Jadeja","A Mithun","0","1"
"SW Billings","MP Stoinis","1","1"
"Ishan Kishan","MP Stoinis","0","3"
"DA Warner","A Mithun","4","1"
"CJ Anderson","R Dhawan","1","2"
"F du Plessis","JJ Bumrah","0","7"
"LMP Simmons","PP Chawla","0","3"
"NV Ojha","DW Steyn","0","12"
"DJG Sammy","HV Patel","0","3"
"BB McCullum","KV Sharma","0","10"
"MS Dhoni","Ankit Sharma","0","1"
"S Badrinath","VRV Singh","1","4"
"MC Henriques","R Bhatia","0","1"
"S Rana","SR Watson","0","3"
"KC Sangakkara","RG Sharma","2","3"
"F du Plessis","KJ Abbott","2","2"
"MK Pandey","PP Chawla","0","3"
"GH Vihari","AD Mascarenhas","2","2"
"DPMD Jayawardene","KK Cooper","4","1"
"JH Kallis","Azhar Mahmood","1","1"
"MEK Hussey","DJG Sammy","4","1"
"A Nehra","NM Coulter-Nile","1","1"
"N Rana","AS Rajpoot","0","5"
"DPMD Jayawardene","AB McDonald","0","2"
"Harbhajan Singh","A Singh","1","1"
"R Dhawan","M Morkel","4","1"
"BR Dunk","DJG Sammy","4","1"
"LRPL Taylor","A Mishra","0","11"
"AM Nayar","B Geeves","0","1"
"RA Jadeja","Rashid Khan","1","3"
"AM Rahane","Anureet Singh","0","5"
"CL White","CH Gayle","1","1"
"DR Smith","D Wiese","4","1"
"MP Stoinis","VR Aaron","1","1"
"MS Dhoni","AR Patel","3","1"
"AM Nayar","M Muralitharan","1","12"
"DB Ravi Teja","M Muralitharan","2","1"
"S Dhawan","K Goel","1","2"
"AC Gilchrist","S Aravind","6","2"
"SK Raina","AR Patel","1","17"
"YK Pathan","Bipul Sharma","2","1"
"ST Jayasuriya","JH Kallis","2","2"
"MS Dhoni","AR Patel","6","6"
"MEK Hussey","JR Hopes","0","5"
"AR Patel","SP Narine","1","7"
"AT Rayudu","SP Narine","4","3"
"MK Pandey","A Ashish Reddy","1","2"
"S Sohal","R Ninan","6","1"
"G Gambhir","AB Agarkar","1","12"
"SK Raina","JD Unadkat","1","6"
"LA Pomersbach","JP Duminy","0","1"
"CH Gayle","J Theron","0","1"
"PC Valthaty","S Sreesanth","1","1"
"AB Agarkar","A Mishra","0","7"
"GJ Bailey","M Morkel","1","3"
"PP Chawla","DW Steyn","0","1"
"SM Katich","SB Jakati","1","2"
"M Manhas","R Vinay Kumar","1","4"
"EJG Morgan","MA Starc","1","1"
"RP Singh","Sohail Tanvir","0","2"
"LR Shukla","PJ Sangwan","4","1"
"DJ Bravo","MS Gony","0","2"
"MG Johnson","HV Patel","0","1"
"KP Pietersen","JJ Bumrah","0","4"
"DB Das","DW Steyn","1","1"
"KP Pietersen","PJ Sangwan","1","2"
"KD Karthik","BMAJ Mendis","1","2"
"M Vijay","UT Yadav","6","1"
"NV Ojha","Yuvraj Singh","2","1"
"Q de Kock","S Kaushik","0","3"
"SK Raina","V Sehwag","4","1"
"S Dhawan","DS Kulkarni","0","29"
"Sachin Baby","MM Sharma","0","4"
"MP Stoinis","AJ Tye","1","3"
"NS Naik","MC Henriques","4","1"
"AA Jhunjhunwala","Harbhajan Singh","0","2"
"SPD Smith","RS Bopara","1","5"
"AM Rahane","S Gopal","2","3"
"DPMD Jayawardene","DE Bollinger","4","1"
"KA Pollard","A Nehra","4","2"
"DA Miller","DJ Harris","2","1"
"SL Malinga","KK Cooper","0","3"
"M Kaif","YK Pathan","1","2"
"PA Reddy","IK Pathan","0","6"
"MK Tiwary","AF Milne","2","2"
"MC Juneja","AB McDonald","1","3"
"MS Dhoni","Mohammad Hafeez","1","3"
"PA Patel","AJ Tye","0","2"
"S Badrinath","LR Shukla","2","1"
"BB McCullum","S Badree","1","1"
"VRV Singh","DS Kulkarni","4","1"
"BJ Hodge","JA Morkel","0","2"
"SR Tendulkar","B Geeves","1","2"
"DW Steyn","JP Faulkner","1","3"
"NV Ojha","TP Sudhindra","2","1"
"R Sharma","JEC Franklin","1","1"
"JC Buttler","K Rabada","0","6"
"MA Agarwal","Pankaj Singh","0","8"
"AM Rahane","VR Aaron","4","4"
"GC Smith","SM Pollock","0","4"
"IR Jaggi","L Balaji","0","1"
"M Vohra","AD Russell","2","3"
"DJG Sammy","SK Trivedi","4","1"
"SR Watson","PP Ojha","1","10"
"LJ Wright","S Nadeem","0","3"
"R Dravid","P Negi","2","2"
"KA Pollard","KC Cariappa","1","3"
"RV Uthappa","AN Ahmed","2","4"
"KA Pollard","SR Watson","4","10"
"DJ Hussey","DP Vijaykumar","1","2"
"SE Marsh","DJ Hooda","6","4"
"GJ Maxwell","AB Dinda","0","2"
"KA Pollard","A Mishra","6","14"
"GJ Maxwell","Basil Thampi","6","1"
"RV Uthappa","RN ten Doeschate","1","2"
"S Sohal","AB Dinda","0","8"
"KD Karthik","FH Edwards","0","1"
"Yuvraj Singh","TS Mills","0","2"
"LMP Simmons","PJ Cummins","6","1"
"JA Morkel","SK Warne","6","8"
"KL Rahul","I Sharma","4","1"
"BJ Hodge","Kamran Khan","1","2"
"MK Pandey","IK Pathan","0","14"
"S Dhawan","MS Gony","1","5"
"KH Pandya","BA Stokes","1","1"
"RR Pant","Rashid Khan","2","1"
"S Dhawan","A Singh","1","3"
"KL Rahul","NLTC Perera","1","5"
"J Suchith","AR Patel","4","2"
"F du Plessis","JP Faulkner","1","8"
"LR Shukla","T Henderson","4","1"
"DA Warner","P Kumar","2","9"
"AD Mathews","Iqbal Abdulla","6","1"
"R Vinay Kumar","L Balaji","1","2"
"AT Rayudu","A Nehra","2","3"
"MS Dhoni","AR Patel","0","17"
"EJG Morgan","DS Kulkarni","1","1"
"CH Gayle","R McLaren","1","9"
"DJ Hooda","MJ McClenaghan","4","1"
