"RV Gomez","B Lee","4"
"MN Samuels","V Pratap Singh","1"
"GH Vihari","STR Binny","2"
"PA Patel","BMAJ Mendis","4"
"JC Buttler","SP Narine","12"
"CK Kapugedera","VY Mahesh","1"
"AB de Villiers","Harbhajan Singh","68"
"JP Duminy","A Chandila","6"
"GJ Maxwell","R Ashwin","42"
"MS Dhoni","RV Gomez","1"
"DJG Sammy","Mohammed Shami","2"
"SR Watson","A Mishra","49"
"PA Patel","ND Doshi","2"
"RN ten Doeschate","LJ Wright","3"
"KV Sharma","Shakib Al Hasan","6"
"KK Nair","JP Duminy","1"
"AT Rayudu","PV Tambe","8"
"AB Agarkar","P Awana","3"
"SW Billings","BA Stokes","1"
"DR Smith","CJ Anderson","4"
"YS Chahal","L Balaji","2"
"DB Ravi Teja","P Kumar","15"
"AS Raut","AB Dinda","1"
"DJ Bravo","Shoaib Ahmed","2"
"OA Shah","SJ Srivastava","1"
"MK Pandey","TG Southee","13"
"YK Pathan","S Badree","4"
"Iqbal Abdulla","JJ Bumrah","8"
"RV Gomez","SJ Srivastava","1"
"DJ Hussey","JD Ryder","13"
"KM Jadhav","KP Appanna","6"
"AM Rahane","S Sreesanth","5"
"PD Collingwood","L Ablish","1"
"Mandeep Singh","PP Ojha","6"
"V Sehwag","SJ Srivastava","7"
"YK Pathan","DP Vijaykumar","1"
"CA Lynn","SL Malinga","9"
"SK Raina","A Choudhary","3"
"IK Pathan","VS Yeligati","4"
"GJ Bailey","Shakib Al Hasan","17"
"FH Edwards","SL Malinga","2"
"PA Patel","Imran Tahir","9"
"KC Sangakkara","R McLaren","9"
"AM Nayar","V Sehwag","4"
"S Dhawan","JP Duminy","8"
"S Sohal","WD Parnell","8"
"M Morkel","DS Kulkarni","4"
"RG Sharma","SMSM Senanayake","6"
"SS Tiwary","M Muralitharan","12"
"AB McDonald","SW Tait","4"
"RR Pant","Yuvraj Singh","5"
"SW Billings","DL Chahar","8"
"D Wiese","SR Watson","2"
"PA Patel","Rashid Khan","5"
"AB de Villiers","S Kaul","14"
"KK Nair","AD Mathews","9"
"V Sehwag","B Akhil","6"
"RA Jadeja","AR Patel","16"
"F du Plessis","B Kumar","19"
"KM Jadhav","JD Unadkat","7"
"KK Nair","R Rampaul","7"
"M Vijay","RG Sharma","5"
"P Dogra","DW Steyn","1"
"MN Samuels","MS Gony","1"
"STR Binny","MM Sharma","12"
"P Dogra","ST Jayasuriya","2"
"DJG Sammy","YS Chahal","2"
"MC Juneja","AB McDonald","6"
"MK Tiwary","MN Samuels","2"
"NV Ojha","R Vinay Kumar","24"
"CH Morris","SL Malinga","1"
"V Sehwag","AG Murtaza","9"
"G Gambhir","SL Malinga","44"
"BA Stokes","HH Pandya","2"
"RJ Harris","A Kumble","5"
"Sunny Singh","SB Wagh","3"
"M Kaif","MF Maharoof","9"
"CH Gayle","S Dhawan","1"
"ST Jayasuriya","SB Bangar","5"
"CR Woakes","Sandeep Sharma","3"
"LA Pomersbach","DR Smith","2"
"V Sehwag","JD Unadkat","17"
"MJ Clarke","SP Narine","3"
"A Mishra","DE Bollinger","5"
"MS Dhoni","M Kartik","37"
"SS Iyer","AD Russell","25"
"SK Raina","AR Patel","27"
"A Mishra","TG Southee","2"
"JP Duminy","JH Kallis","14"
"S Dhawan","A Nehra","34"
"CJ Anderson","Shakib Al Hasan","9"
"P Kumar","DS Kulkarni","11"
"STR Binny","A Ashish Reddy","4"
"CH Gayle","PP Ojha","9"
"R Dhawan","P Awana","7"
"DB Das","M Morkel","11"
"AA Jhunjhunwala","R Vinay Kumar","5"
"V Kohli","MG Johnson","13"
"MR Marsh","JP Faulkner","6"
"BJ Hodge","A Nehra","12"
"JA Morkel","Shivam Sharma","4"
"ML Hayden","Harbhajan Singh","45"
"DA Miller","M Kartik","7"
"R Bhatia","SL Malinga","13"
"R Dravid","MC Henriques","5"
"CJ Anderson","NM Coulter-Nile","1"
"CH Gayle","GH Vihari","2"
"PA Patel","V Sehwag","1"
"RV Uthappa","Imran Tahir","16"
"VR Aaron","B Kumar","3"
"RJ Peterson","WD Parnell","3"
"KA Pollard","J Theron","7"
"V Kohli","Iqbal Abdulla","13"
"KM Jadhav","Iqbal Abdulla","14"
"CJ Anderson","JP Faulkner","19"
"BA Stokes","MG Johnson","3"
"S Dhawan","KAJ Roach","12"
"DA Warner","S Narwal","6"
"Mohammed Shami","KK Cooper","6"
"KP Pietersen","BE Hendricks","9"
"SA Yadav","SL Malinga","10"
"EJG Morgan","Azhar Mahmood","24"
"CA Pujara","KW Richardson","8"
"R Bhatia","IK Pathan","13"
"DA Warner","MP Stoinis","11"
"Harbhajan Singh","RG Sharma","6"
"JH Kallis","Mohammed Shami","2"
"SE Marsh","SK Warne","10"
"UT Khawaja","NM Coulter-Nile","3"
"M Vijay","Ankit Sharma","22"
"MS Dhoni","UT Yadav","26"
"SPD Smith","PP Ojha","7"
"PA Patel","R Vinay Kumar","23"
"SR Watson","Mohammed Shami","7"
"JH Kallis","DJ Hussey","4"
"DT Christian","R McLaren","4"
"TM Dilshan","GB Hogg","16"
"JD Ryder","AB Dinda","4"
"R Dravid","SR Watson","5"
"LMP Simmons","KV Sharma","26"
"IK Pathan","SM Pollock","1"
"M Morkel","KA Pollard","3"
"SK Raina","KK Cooper","13"
"DPMD Jayawardene","I Sharma","21"
"MR Marsh","A Ashish Reddy","3"
"CA Pujara","P Kumar","13"
"GC Smith","PJ Sangwan","23"
"KD Karthik","DJ Hussey","4"
"SK Raina","AC Thomas","10"
"PA Patel","A Choudhary","1"
"MF Maharoof","A Nehra","7"
"KL Rahul","SP Narine","13"
"VY Mahesh","DS Kulkarni","2"
"S Dhawan","P Amarnath","9"
"STR Binny","D Wiese","6"
"Y Gnaneswara Rao","DE Bollinger","1"
"BB McCullum","GJ Maxwell","9"
"DJ Hooda","SL Malinga","2"
"R Ashwin","UT Yadav","5"
"KL Rahul","TG Southee","15"
"MG Johnson","KK Cooper","8"
"KA Pollard","Anand Rajan","6"
"CL White","A Mithun","5"
"SV Samson","TA Boult","3"
"IK Pathan","PJ Sangwan","10"
"AC Voges","M Muralitharan","5"
"JDS Neesham","RA Jadeja","8"
"S Badrinath","I Sharma","6"
"KP Pietersen","Harmeet Singh","6"
"YK Pathan","AD Russell","9"
"V Kohli","AC Thomas","5"
"MEK Hussey","SMSM Senanayake","12"
"Gurkeerat Singh","NLTC Perera","2"
"Shakib Al Hasan","SB Jakati","2"
"AB Agarkar","A Nehra","3"
"SA Asnodkar","SM Pollock","15"
"CH Gayle","KC Cariappa","11"
"Salman Butt","S Sreesanth","12"
"SP Fleming","AB Dinda","5"
"AA Jhunjhunwala","RP Singh","3"
"JR Hopes","PP Chawla","2"
"V Shankar","Ankit Soni","5"
"EJG Morgan","MJ McClenaghan","12"
"RA Jadeja","JA Morkel","7"
"RG Sharma","CJ Jordan","12"
"MJ Guptill","S Nadeem","14"
"SE Marsh","CR Woakes","5"
"Niraj Patel","DW Steyn","12"
"AP Tare","P Kumar","5"
"IR Jaggi","RP Singh","1"
"Umar Gul","Sohail Tanvir","4"
"DR Smith","R Vinay Kumar","20"
"AJ Finch","M Kartik","10"
"MK Tiwary","YS Chahal","13"
"IK Pathan","RR Powar","4"
"RE Levi","S Nadeem","1"
"Y Nagar","HV Patel","5"
"IR Jaggi","AC Thomas","3"
"EJG Morgan","PP Ojha","5"
"MS Dhoni","SM Pollock","6"
"AB de Villiers","RP Singh","12"
"A Chandila","R Vinay Kumar","2"
"G Gambhir","Azhar Mahmood","4"
"AT Rayudu","RS Bopara","3"
"SL Malinga","DJ Bravo","9"
"PC Valthaty","L Balaji","1"
"V Sehwag","R Sharma","31"
"S Badrinath","PP Chawla","29"
"DL Vettori","LR Shukla","1"
"PA Reddy","B Kumar","7"
"SC Ganguly","DW Steyn","38"
"DS Kulkarni","MJ McClenaghan","1"
"AB de Villiers","Z Khan","21"
"A Mishra","L Ablish","4"
"KV Sharma","BA Stokes","1"
"VVS Laxman","VRV Singh","9"
"Shakib Al Hasan","MM Patel","3"
"AL Menaria","AM Nayar","2"
"BJ Hodge","GR Napier","16"
"R McLaren","A Mishra","5"
"LRPL Taylor","DE Bollinger","3"
"CJ Anderson","SR Watson","12"
"S Badrinath","DT Christian","13"
"K Goel","JA Morkel","3"
"CA Lynn","Sandeep Sharma","15"
"BB Samantray","PV Tambe","7"
"LR Shukla","TG Southee","7"
"RG Sharma","IK Pathan","50"
"JEC Franklin","B Lee","10"
"JH Kallis","TM Dilshan","9"
"SC Ganguly","R McLaren","12"
"D du Preez","RA Jadeja","4"
"CH Gayle","JP Duminy","12"
"Y Nagar","DL Vettori","4"
"YK Pathan","JD Ryder","6"
"AB McDonald","DJ Bravo","9"
"CL White","DS Kulkarni","14"
"SN Thakur","AJ Tye","1"
"R Bhatia","Harbhajan Singh","6"
"BJ Hodge","SB Styris","10"
"J Botha","DT Christian","11"
"MD Mishra","RA Jadeja","9"
"TM Dilshan","BJ Hodge","4"
"S Badrinath","PP Ojha","26"
"PA Patel","VY Mahesh","6"
"GJ Maxwell","JD Unadkat","2"
"Q de Kock","SK Raina","13"
"SMSM Senanayake","CH Morris","3"
"MK Pandey","SJ Srivastava","4"
"MK Tiwary","V Kohli","3"
"Gurkeerat Singh","S Aravind","1"
"SP Fleming","DJ Bravo","7"
"BJ Hodge","J Botha","6"
"HH Gibbs","JH Kallis","30"
"R Ashwin","P Kumar","5"
"SPD Smith","M Kartik","8"
"NV Ojha","A Symonds","7"
"Umar Gul","JR Hopes","3"
"S Badrinath","Sohail Tanvir","3"
"N Saini","DT Christian","2"
"GC Smith","Yuvraj Singh","3"
"JR Hopes","DT Christian","2"
"LA Pomersbach","A Symonds","2"
"J Botha","AC Thomas","4"
"MA Starc","AR Patel","8"
"Azhar Mahmood","R Ashwin","5"
"DE Bollinger","A Mishra","5"
"RG Sharma","D Salunkhe","4"
"KD Karthik","V Pratap Singh","3"
"MS Dhoni","DP Vijaykumar","4"
"JP Faulkner","KA Pollard","2"
"MA Agarwal","MN Samuels","4"
"SW Billings","MM Sharma","11"
"DPMD Jayawardene","DT Christian","2"
"UA Birla","Iqbal Abdulla","1"
"Ankit Sharma","M Morkel","1"
"SE Marsh","AB McDonald","7"
"SP Jackson","Washington Sundar","2"
"GJ Bailey","Harbhajan Singh","13"
"P Kumar","CRD Fernando","4"
"CA Pujara","Jaskaran Singh","6"
"SS Tiwary","D Wiese","2"
"HM Amla","Mohammed Shami","4"
"M Klinger","JD Unadkat","7"
"PA Patel","Pankaj Singh","11"
"KD Karthik","S Sreesanth","9"
"DPMD Jayawardene","SM Harwood","4"
"SR Watson","V Pratap Singh","1"
"SP Narine","KV Sharma","3"
"R Rampaul","KW Richardson","4"
"RN ten Doeschate","D Wiese","2"
"MK Tiwary","DR Smith","19"
"SV Samson","VR Aaron","1"
"SP Goswami","AB Agarkar","12"
"AM Rahane","KH Pandya","22"
"SA Yadav","BE Hendricks","2"
"Shakib Al Hasan","IK Pathan","2"
"V Kohli","DL Chahar","7"
"AR Patel","SP Narine","12"
"STR Binny","MC Henriques","5"
"WD Parnell","M Muralitharan","2"
"SV Samson","B Kumar","50"
"YK Pathan","CH Morris","26"
"Sachin Baby","A Mishra","5"
"A Nehra","R Sharma","3"
"CK Langeveldt","AB McDonald","1"
"M Vohra","AD Mathews","5"
"M Vijay","SE Bond","5"
"AP Tare","SK Trivedi","5"
"YK Pathan","LJ Wright","3"
"KC Sangakkara","JH Kallis","6"
"RT Ponting","AS Rajpoot","3"
"BB McCullum","LH Ferguson","10"
"Yuvraj Singh","Shakib Al Hasan","8"
"WPUJC Vaas","SK Warne","4"
"AB de Villiers","Bipul Sharma","5"
"RR Sarwan","SB Bangar","1"
"Gurkeerat Singh","P Negi","5"
"KD Karthik","RE van der Merwe","12"
"MJ Guptill","KV Sharma","3"
"V Sehwag","Shakib Al Hasan","2"
"S Sohal","P Kumar","3"
"SK Raina","Mohammad Asif","4"
"MEK Hussey","WD Parnell","15"
"S Aravind","B Kumar","1"
"VS Malik","BE Hendricks","1"
"JH Kallis","AD Mascarenhas","7"
"SV Samson","SL Malinga","8"
"KA Pollard","DJ Bravo","64"
"DPMD Jayawardene","CJ McKay","7"
"AB McDonald","CRD Fernando","6"
"S Badrinath","SE Bond","5"
"Umar Gul","PP Chawla","2"
"A Choudhary","Basil Thampi","4"
"Mandeep Singh","BE Hendricks","3"
"Sachin Baby","MJ McClenaghan","2"
"V Kohli","TA Boult","16"
"Y Venugopal Rao","AM Nayar","5"
"SM Pollock","B Akhil","1"
"SE Marsh","S Sriram","5"
"WP Saha","DS Kulkarni","5"
"M Vohra","MG Johnson","2"
"M Kaif","JD Unadkat","4"
"CL White","AB Dinda","7"
"AP Tare","WD Parnell","3"
"AM Rahane","JO Holder","11"
"SE Marsh","J Theron","7"
"CJ Anderson","VR Aaron","11"
"B Akhil","JA Morkel","1"
"RG Sharma","MC Henriques","26"
"CA Lynn","JA Morkel","8"
"Harbhajan Singh","S Nadeem","8"
"DL Vettori","AB Dinda","4"
"Gurkeerat Singh","SL Malinga","1"
"RG Sharma","AS Rajpoot","10"
"S Dhawan","DJ Hussey","4"
"G Gambhir","DR Smith","8"
"D Wiese","RA Jadeja","3"
"SE Marsh","MS Gony","9"
"Harpreet Singh","R Bhatia","3"
"Yuvraj Singh","Z Khan","12"
"SR Tendulkar","HV Patel","7"
"HM Amla","HH Pandya","4"
"KL Rahul","MA Starc","1"
"JA Morkel","DP Nannes","2"
"R Dravid","TM Dilshan","3"
"DJ Bravo","YK Pathan","8"
"SD Chitnis","MF Maharoof","1"
"Sunny Singh","AB Agarkar","1"
"SPD Smith","DE Bollinger","1"
"RG Sharma","LR Shukla","2"
"DJG Sammy","KK Cooper","17"
"BJ Rohrer","R Ashwin","2"
"M Vohra","L Balaji","5"
"AJ Finch","LH Ferguson","6"
"UBT Chand","MC Henriques","3"
"J Botha","A Mishra","30"
"Z Khan","GB Hogg","4"
"KV Sharma","MR Marsh","3"
"LRPL Taylor","PP Ojha","16"
"R McLaren","JD Ryder","8"
"DL Vettori","YK Pathan","7"
"MS Dhoni","A Symonds","16"
"KC Sangakkara","RP Singh","21"
"CH Gayle","P Awana","39"
"KV Sharma","R Bhatia","5"
"Y Venugopal Rao","JH Kallis","6"
"MJ McClenaghan","MM Sharma","2"
"SPD Smith","S Badree","15"
"R Tewatia","CR Woakes","4"
"DJ Hussey","Parvez Rasool","7"
"AC Blizzard","SB Wagh","2"
"J Botha","VY Mahesh","6"
"AS Raut","FH Edwards","4"
"R Dravid","SK Raina","6"
"RA Jadeja","HH Pandya","4"
"PP Chawla","RG Sharma","2"
"AR Patel","DR Smith","4"
"DPMD Jayawardene","Sandeep Sharma","6"
"TM Head","JD Unadkat","1"
"CA Lynn","L Balaji","4"
"M Vijay","R McLaren","11"
"DS Kulkarni","JJ Bumrah","2"
"MA Agarwal","VR Aaron","14"
"A Mishra","PP Ojha","6"
"S Dhawan","AD Mathews","13"
"S Rana","UT Yadav","5"
"AN Ahmed","SK Raina","7"
"G Gambhir","MR Marsh","4"
"KD Karthik","RG Sharma","3"
"EJG Morgan","PJ Sangwan","5"
"JA Morkel","JD Unadkat","5"
"ML Hayden","AB Agarkar","10"
"Y Venugopal Rao","DJ Thornely","4"
"J Suchith","DJ Bravo","1"
"SK Raina","AB McDonald","5"
"SE Marsh","AJ Tye","1"
"DB Das","SK Trivedi","5"
"JA Morkel","MM Patel","17"
"DR Smith","MG Johnson","12"
"TM Dilshan","SC Ganguly","5"
"MK Pandey","JJ Bumrah","15"
"RG Sharma","Joginder Sharma","18"
"GJ Bailey","DJ Hussey","1"
"AT Rayudu","M Morkel","31"
"PJ Cummins","Basil Thampi","4"
"F du Plessis","GJ Maxwell","5"
"Ishan Kishan","Z Khan","10"
"AR Patel","AJ Tye","7"
"EJG Morgan","SK Trivedi","9"
"A Ashish Reddy","Harbhajan Singh","8"
"SS Iyer","T Natarajan","4"
"AT Rayudu","DL Vettori","9"
"SK Warne","GD McGrath","4"
"DB Ravi Teja","Sohail Tanvir","3"
"KA Pollard","RA Jadeja","37"
"NLTC Perera","SP Narine","24"
"S Dhawan","A Kumble","3"
"SP Narine","GJ Maxwell","3"
"LR Shukla","DW Steyn","8"
"JA Morkel","TM Dilshan","1"
"LR Shukla","JM Kemp","6"
"JD Ryder","DE Bollinger","12"
"Y Gnaneswara Rao","SB Jakati","6"
"Yuvraj Singh","YK Pathan","25"
"GJ Bailey","Anureet Singh","1"
"MJ Lumb","R Sharma","9"
"F du Plessis","SB Jakati","19"
"RE van der Merwe","SL Malinga","4"
"M Rawat","IK Pathan","4"
"LMP Simmons","DJ Muthuswami","3"
"KK Nair","NLTC Perera","11"
"SK Warne","SL Malinga","1"
"DT Christian","Z Khan","1"
"DJG Sammy","KV Sharma","6"
"RS Sodhi","SL Malinga","2"
"AT Rayudu","CH Morris","14"
"CH Gayle","SJ Srivastava","12"
"M Vijay","L Balaji","2"
"V Kohli","V Pratap Singh","7"
"RG Sharma","PJ Sangwan","17"
"RV Uthappa","DNT Zoysa","2"
"AS Yadav","SR Watson","7"
"KL Rahul","AN Ahmed","8"
"NLTC Perera","SR Watson","9"
"Kuldeep Yadav","HH Pandya","6"
"J Botha","V Pratap Singh","1"
"MK Tiwary","AR Patel","8"
"AM Nayar","K Goel","4"
"JA Morkel","VY Mahesh","7"
"SR Tendulkar","RV Gomez","9"
"V Kohli","CL White","4"
"CH Morris","MG Johnson","6"
"M Manhas","MS Gony","3"
"RV Uthappa","DJ Muthuswami","4"
"R Sathish","R Vinay Kumar","13"
"L Balaji","RP Singh","4"
"KD Karthik","AR Patel","30"
"MG Johnson","JP Faulkner","7"
"DPMD Jayawardene","Harbhajan Singh","38"
"AT Rayudu","BB Sran","6"
"G Gambhir","V Pratap Singh","11"
"AM Rahane","IC Pandey","10"
"S Dhawan","UT Yadav","55"
"NL McCullum","R Ashwin","3"
"SP Goswami","M Ntini","10"
"FY Fazal","MF Maharoof","2"
"KA Pollard","CH Gayle","6"
"BCJ Cutting","Imran Tahir","1"
"Yuvraj Singh","MM Sharma","25"
"AF Milne","MJ McClenaghan","1"
"AB McDonald","UT Yadav","4"
"SJ Srivastava","SL Malinga","2"
"PD Collingwood","DJ Hussey","9"
"A Symonds","M Muralitharan","15"
"AM Rahane","B Lee","8"
"AC Gilchrist","B Lee","29"
"SE Marsh","SB Jakati","11"
"TM Head","Sandeep Sharma","7"
"LRPL Taylor","KK Cooper","13"
"M Vijay","MR Marsh","7"
"RA Jadeja","GS Sandhu","3"
"P Negi","D Wiese","4"
"Harbhajan Singh","J Botha","4"
"CH Morris","SP Narine","5"
"Yuvraj Singh","D Wiese","7"
"Yuvraj Singh","SM Pollock","4"
"Pankaj Singh","A Symonds","2"
"JP Faulkner","S Gopal","8"
"M Vijay","JP Duminy","6"
"N Rana","Imran Tahir","3"
"R Bhatia","R Vinay Kumar","8"
"PJ Cummins","YS Chahal","1"
"SR Watson","CR Brathwaite","15"
"A Kumble","SL Malinga","1"
"DA Warner","R Sharma","12"
"LR Shukla","R Vinay Kumar","8"
"NV Ojha","DP Nannes","5"
"R Bhatia","RA Jadeja","15"
"EJG Morgan","CH Morris","15"
"KK Nair","KA Pollard","9"
"DB Das","PP Ojha","5"
"AJ Finch","Shakib Al Hasan","11"
"M Kartik","R Ashwin","6"
"YK Pathan","GB Hogg","8"
"SPD Smith","DL Vettori","2"
"BJ Hodge","R Ashwin","13"
"ST Jayasuriya","Pankaj Singh","5"
"JR Hopes","Pankaj Singh","7"
"Q de Kock","DJG Sammy","5"
"KA Pollard","AD Russell","14"
"SE Marsh","R Sharma","12"
"LMP Simmons","SK Raina","1"
"MEK Hussey","JA Morkel","6"
"Y Venugopal Rao","SP Narine","6"
"DW Steyn","KA Pollard","6"
"NV Ojha","S Dhawan","5"
"AM Nayar","AM Salvi","1"
"DH Yagnik","CH Gayle","1"
"LMP Simmons","Mohammed Shami","9"
"KM Jadhav","BAW Mendis","3"
"KM Jadhav","KH Pandya","6"
"P Negi","SC Ganguly","4"
"AP Tare","B Stanlake","10"
"Joginder Sharma","Harbhajan Singh","1"
"JH Kallis","DW Steyn","21"
"Yuvraj Singh","R Tewatia","7"
"JP Faulkner","CH Morris","12"
"AC Gilchrist","Z Khan","33"
"KL Rahul","DS Kulkarni","19"
"JH Kallis","BJ Hodge","5"
"SS Tiwary","JP Faulkner","11"
"MS Bisla","P Kumar","35"
"KC Sangakkara","TM Dilshan","14"
"G Gambhir","P Awana","16"
"HV Patel","L Balaji","1"
"Parvez Rasool","MM Sharma","2"
"S Kaul","KK Cooper","1"
"KA Pollard","Mohammed Shami","8"
"MK Tiwary","A Flintoff","4"
"RJ Quiney","DS Kulkarni","11"
"MC Henriques","PV Tambe","16"
"JJ Roy","Rashid Khan","1"
"JP Faulkner","Kuldeep Yadav","1"
"S Rana","SR Watson","3"
"S Dhawan","Y Venugopal Rao","12"
"J Botha","MM Sharma","4"
"MC Juneja","Harbhajan Singh","7"
"A Symonds","PJ Sangwan","5"
"PP Chawla","MC Henriques","3"
"YK Pathan","T Shamsi","8"
"MK Pandey","CL White","4"
"CJ Anderson","KC Cariappa","2"
"NV Ojha","BE Hendricks","1"
"KM Jadhav","JH Kallis","13"
"SR Tendulkar","PJ Sangwan","22"
"J Botha","M Kartik","2"
"S Dhawan","S Randiv","9"
"MK Pandey","PV Tambe","7"
"D Salunkhe","JR Hopes","3"
"MN Samuels","Bipul Sharma","6"
"WP Saha","PV Tambe","6"
"SC Ganguly","SR Watson","24"
"A Zampa","A Mishra","6"
"B Lee","JP Duminy","3"
"NV Ojha","Pankaj Singh","3"
"AM Rahane","S Gopal","16"
"HH Pandya","UT Yadav","9"
"VY Mahesh","I Sharma","3"
"JD Ryder","L Balaji","7"
"HH Pandya","LH Ferguson","1"
"R Sathish","DJG Sammy","3"
"CA Pujara","STR Binny","1"
"BB McCullum","Shakib Al Hasan","30"
"YK Pathan","Basil Thampi","1"
"AB de Villiers","S Randiv","12"
"GH Vihari","KA Pollard","3"
"NV Ojha","KA Pollard","14"
"SPD Smith","JJ Bumrah","23"
"MK Pandey","UT Yadav","30"
"GB Hogg","SL Malinga","3"
"CH Gayle","VR Aaron","9"
"PR Shah","A Nehra","6"
"TM Dilshan","A Mishra","13"
"JA Morkel","R Sathish","6"
"DR Smith","NLTC Perera","7"
"HM Amla","A Nehra","11"
"RR Pant","JP Faulkner","16"
"A Mishra","JJ Bumrah","2"
"SS Iyer","A Nehra","5"
"RA Tripathi","KV Sharma","9"
"S Dhawan","CJ Anderson","5"
"DJ Hussey","MF Maharoof","12"
"CA Lynn","Swapnil Singh","9"
"MS Dhoni","RJ Harris","12"
"PA Reddy","JD Unadkat","4"
"SB Bangar","VY Mahesh","3"
"HM Amla","MJ McClenaghan","12"
"DJG Sammy","R Bhatia","5"
"AL Menaria","KMDN Kulasekara","2"
"V Kohli","LJ Wright","6"
"RS Bopara","JH Kallis","23"
"DJG Sammy","SR Watson","16"
"DB Ravi Teja","SK Warne","1"
"SR Watson","VY Mahesh","21"
"GJ Bailey","Yuvraj Singh","9"
"AA Jhunjhunwala","A Mishra","10"
"GC Smith","M Ntini","19"
"STR Binny","Bipul Sharma","1"
"LRPL Taylor","R Bhatia","16"
"S Sohal","S Nadeem","6"
"MF Maharoof","SR Watson","2"
"V Shankar","TA Boult","3"
"RN ten Doeschate","PV Tambe","1"
"HH Gibbs","S Tyagi","3"
"A Symonds","Anand Rajan","2"
"B Kumar","Azhar Mahmood","6"
"HV Patel","TG Southee","2"
"SE Marsh","JP Duminy","7"
"CH Gayle","V Pratap Singh","4"
"V Shankar","P Kumar","6"
"NV Ojha","PP Chawla","39"
"AM Rahane","MM Sharma","35"
"P Kumar","YA Abdulla","8"
"SR Watson","B Kumar","30"
"SA Asnodkar","A Kumble","11"
"R Vinay Kumar","MA Starc","3"
"B Kumar","J Botha","1"
"AM Nayar","T Thushara","4"
"R Dravid","BW Hilfenhaus","3"
"S Vidyut","A Nehra","6"
"RG Sharma","S Badree","4"
"HV Patel","MM Sharma","1"
"A Symonds","WD Parnell","6"
"HH Pandya","Shakib Al Hasan","3"
"JJ van der Wath","PP Chawla","2"
"G Gambhir","BA Bhatt","26"
"CH Gayle","DR Smith","5"
"WP Saha","S Gopal","3"
"VH Zol","R Ashwin","3"
"SR Tendulkar","I Sharma","69"
"Harbhajan Singh","IK Pathan","11"
"MJ Lumb","WPUJC Vaas","8"
"PA Reddy","RP Singh","7"
"R Bhatia","L Balaji","2"
"KD Karthik","MK Tiwary","4"
"MS Dhoni","CH Morris","11"
"KM Jadhav","AN Ahmed","9"
"SPD Smith","I Sharma","12"
"AS Yadav","Mohammad Hafeez","4"
"WPUJC Vaas","Umar Gul","3"
"AT Rayudu","RA Jadeja","40"
"DT Christian","RJ Harris","4"
"VVS Laxman","M Kartik","1"
"DJ Hussey","JR Hopes","16"
"RP Singh","LR Shukla","3"
"Yuvraj Singh","MF Maharoof","10"
"MK Tiwary","R Vinay Kumar","15"
"MG Johnson","DT Christian","7"
"LA Pomersbach","VS Yeligati","12"
"MC Henriques","DR Smith","1"
"DA Warner","M Morkel","27"
"DJ Hussey","VR Aaron","14"
"JC Buttler","DS Kulkarni","8"
"PA Patel","SK Warne","22"
"AS Rajpoot","MM Patel","5"
"R Dhawan","STR Binny","1"
"A Ashish Reddy","SMSM Senanayake","4"
"AC Gilchrist","AB Agarkar","20"
"RV Uthappa","PV Tambe","10"
"MN Samuels","KP Appanna","4"
"CJ Anderson","TG Southee","4"
"NV Ojha","CJ Jordan","4"
"R Vinay Kumar","AB Dinda","1"
"JP Duminy","M Muralitharan","37"
"Salman Butt","MF Maharoof","5"
"PR Shah","B Akhil","5"
"NV Ojha","RS Bopara","7"
"Gurkeerat Singh","R Rampaul","3"
"RV Uthappa","JA Morkel","32"
"AT Rayudu","VR Aaron","21"
"M Vijay","PJ Sangwan","19"
"KP Pietersen","PP Chawla","7"
"Shivam Sharma","JJ Bumrah","1"
"N Saini","SW Tait","3"
"NS Naik","Mustafizur Rahman","9"
"Shoaib Akhtar","RR Raje","2"
"JE Taylor","DE Bollinger","2"
"R McLaren","Pankaj Singh","11"
"SK Raina","AB Dinda","36"
"RV Uthappa","P Kumar","49"
"CA Pujara","Harmeet Singh","4"
"YK Pathan","KV Sharma","28"
"KD Karthik","AJ Finch","2"
"C de Grandhomme","Sandeep Sharma","3"
"JH Kallis","A Mishra","40"
"BB McCullum","D Wiese","4"
"Sachin Baby","AR Patel","7"
"SP Narine","I Sharma","3"
"SR Tendulkar","AA Jhunjhunwala","1"
"SV Samson","S Kaul","10"
"S Dhawan","DR Smith","7"
"KL Rahul","B Kumar","8"
"T Thushara","Harmeet Singh","4"
"KS Williamson","DT Christian","6"
"N Saini","AUK Pathan","2"
"Y Venugopal Rao","A Singh","10"
"T Taibu","VY Mahesh","2"
"YV Takawale","R Vinay Kumar","9"
"JH Kallis","R Bhatia","17"
"SA Asnodkar","ST Jayasuriya","5"
"S Dhawan","KK Cooper","4"
"CA Pujara","SW Tait","5"
"KP Pietersen","DJ Bravo","9"
"TL Suman","R Sharma","3"
"JR Hopes","SK Trivedi","7"
"GH Vihari","KK Cooper","3"
"V Sehwag","Sandeep Sharma","7"
"JA Morkel","DJ Bravo","18"
"CH Morris","PV Tambe","4"
"AR Patel","K Santokie","4"
"TM Dilshan","LJ Wright","6"
"OA Shah","MS Gony","11"
"B Kumar","SP Narine","9"
"HH Pandya","CR Woakes","2"
"AC Voges","I Sharma","8"
"IK Pathan","M Muralitharan","15"
"Yuvraj Singh","STR Binny","8"
"PJ Cummins","A Nehra","1"
"M Manhas","Yuvraj Singh","19"
"HH Gibbs","A Nehra","3"
