SB Jakati,1,1,3.4,0,41,0,-,-,11.18,-,0,0,0,0
CJ Jordan,9,9,28,0,258,11,4/11,23.45,9.21,15.2,1,0,4,0
SB Joshi,4,4,9.1,0,82,1,1/27,82,8.94,55,0,0,0,0
M Kaif,9,-,-,-,-,-,-,-,-,-,-,-,5,0
JH Kallis,42,41,137.2,2,1140,23,2/3,49.56,8.3,35.8,0,0,15,0
KD Karthik,16,-,-,-,-,-,-,-,-,-,-,-,14,4
M Kartik,11,11,39,0,284,9,2/24,31.55,7.28,26,0,0,4,0
AA Kazi,1,1,2,0,21,0,-,-,10.5,-,0,0,0,0
SN Khan,25,-,-,-,-,-,-,-,-,-,-,-,2,0
Z Khan,44,43,167,2,1312,49,4/17,26.77,7.85,20.4,1,0,11,0
K Khejroliya,3,3,10.5,0,107,2,2/33,53.5,9.87,32.5,0,0,0,0
V Kohli,163,26,41.5,0,368,4,2/25,92,8.79,62.7,0,0,68,0
P Kumar,38,38,139.2,2,1140,34,3/18,33.52,8.18,24.5,0,0,5,0
A Kumble,42,42,160.5,1,1058,45,5/5,23.51,6.57,21.4,2,1,10,0
CK Langeveldt,3,3,11,0,84,5,2/10,16.8,7.63,13.2,0,0,0,0
BB McCullum,6,-,-,-,-,-,-,-,-,-,-,-,1,0
AB McDonald,5,4,12,0,78,6,2/25,13,6.5,12,0,0,0,0
NJ Maddinson,3,-,-,-,-,-,-,-,-,-,-,-,1,0
Mandeep Singh,40,-,-,-,-,-,-,-,-,-,-,-,18,0
TS Mills,5,5,17.5,0,153,5,2/31,30.6,8.57,21.4,0,0,1,0
AF Milne,5,5,18,0,177,4,2/27,44.25,9.83,27,0,0,5,0
Misbah-ul-Haq,8,-,-,-,-,-,-,-,-,-,-,-,1,0
A Mithun,16,16,48,0,472,7,2/37,67.42,9.83,41.1,0,0,7,0
Mohammed Siraj,11,11,41,0,367,11,3/25,33.36,8.95,22.3,0,0,5,0
EJG Morgan,6,-,-,-,-,-,-,-,-,-,-,-,4,0
JA Morkel,7,6,16,0,126,4,1/18,31.5,7.87,24,0,0,2,0
A Mukund,1,-,-,-,-,-,-,-,-,-,-,-,0,0
M Muralitharan,21,21,79,0,561,21,3/21,26.71,7.1,22.5,0,0,3,0
KK Nair,2,-,-,-,-,-,-,-,-,-,-,-,0,0
DP Nannes,2,2,4,1,31,2,1/0,15.5,7.75,12,0,0,1,0
P Negi,14,14,36.1,0,246,17,3/10,14.47,6.8,12.7,0,0,3,0
R Ninan,2,2,6,0,65,3,2/31,21.66,10.83,12,0,0,1,0
AA Noffke,1,1,4,0,40,1,1/40,40,10,24,0,0,0,0
MK Pandey,18,-,-,-,-,-,-,-,-,-,-,-,10,0
Pankaj Singh,5,5,15,1,146,4,2/27,36.5,9.73,22.5,0,0,1,0
P Parameswaran,3,3,10,0,87,5,3/30,17.4,8.7,12,0,0,1,0
Parvez Rasool,4,4,14,0,129,1,1/31,129,9.21,84,0,0,2,0
HV Patel,36,34,113.5,0,971,34,3/43,28.55,8.53,20,0,0,11,0
PA Patel,18,-,-,-,-,-,-,-,-,-,-,-,14,1
AUK Pathan,8,3,6.3,0,63,0,-,-,9.69,-,0,0,2,0
DT Patil,2,-,-,-,-,-,-,-,-,-,-,-,2,0
KP Pietersen,13,10,23,0,162,7,2/31,23.14,7.04,19.7,0,0,6,0
LA Pomersbach,5,-,-,-,-,-,-,-,-,-,-,-,5,0
CA Pujara,14,-,-,-,-,-,-,-,-,-,-,-,4,0
KL Rahul,19,-,-,-,-,-,-,-,-,-,-,-,7,4
R Rampaul,12,12,43.4,4,298,14,3/31,21.28,6.82,18.7,0,0,4,0
S Rana,9,2,2,0,16,0,-,-,8,-,0,0,3,0
KW Richardson,4,4,14,0,136,7,3/13,19.42,9.71,12,0,0,2,0
RR Rossouw,5,-,-,-,-,-,-,-,-,-,-,-,2,0
JD Ryder,5,5,17,0,115,3,2/14,38.33,6.76,34,0,0,2,0
Sachin Baby,14,2,1.4,0,8,2,2/4,4,4.8,5,0,0,3,0
DJG Sammy,2,2,3,0,25,0,-,-,8.33,-,0,0,1,0
T Shamsi,4,4,16,0,147,3,1/21,49,9.18,32,0,0,1,0
KV Sharma,1,-,-,-,-,-,-,-,-,-,-,-,0,0
RP Singh,11,11,39.5,0,335,13,3/13,25.76,8.41,18.3,0,0,4,0
TG Southee,8,8,29,0,261,5,3/30,52.2,9,34.8,0,0,3,0
S Sriram,1,1,2,0,24,0,-,-,12,-,0,0,0,0
B Stanlake,2,2,8,0,70,2,2/29,35,8.75,24,0,0,1,0
MA Starc,27,26,96.4,1,693,34,4/15,20.38,7.16,17,1,0,16,0
DW Steyn,28,28,106,1,720,27,3/18,26.66,6.79,23.5,0,0,7,0
J Syed Mohammad,11,11,32,0,283,8,2/15,35.37,8.84,24,0,0,1,0
YV Takawale,5,-,-,-,-,-,-,-,-,-,-,-,2,1
LRPL Taylor,22,1,1,0,13,0,-,-,13,-,0,0,7,0
SS Tiwary,40,-,-,-,-,-,-,-,-,-,-,-,10,0
JD Unadkat,13,13,49,0,370,13,5/25,28.46,7.55,22.6,0,1,1,0
RV Uthappa,31,-,-,-,-,-,-,-,-,-,-,-,14,4
RE van der Merwe,11,11,38,0,275,11,2/22,25,7.23,20.7,0,0,5,0
JJ van der Wath,3,3,12,0,129,3,2/49,43,10.75,24,0,0,0,0
DL Vettori,22,22,86.4,0,547,17,3/19,32.17,6.31,30.5,0,0,7,0
R Vinay Kumar,64,63,217.3,0,1822,72,4/40,25.3,8.37,18.1,1,0,22,0
Vishnu Vinod,3,-,-,-,-,-,-,-,-,-,-,-,0,2
M Vohra,4,-,-,-,-,-,-,-,-,-,-,-,0,0
Washington Sundar,7,7,20,0,192,4,2/22,48,9.6,30,0,0,0,0
SR Watson,24,24,83.2,0,730,25,4/29,29.2,8.76,20,1,0,8,0
CL White,15,2,2,0,43,0,-,-,21.5,-,0,0,7,0
D Wiese,15,14,46.2,0,402,16,4/33,25.12,8.67,17.3,1,0,6,0
CR Woakes,5,5,18.2,0,190,8,3/36,23.75,10.36,13.7,0,0,1,0
UT Yadav,14,14,53.1,1,418,20,3/23,20.9,7.86,15.9,0,0,2,0
Yuvraj Singh,14,10,22.4,0,187,5,4/35,37.4,8.25,27.2,1,0,4,0
VH Zol,3,-,-,-,-,-,-,-,-,-,-,-,0,0
