M Ntini,9,9,35,2,242,7,4/21,34.57,6.91,30,1,0,1,0
JDP Oram,15,11,31.3,0,282,8,3/32,35.25,8.95,23.6,0,0,8,0
IC Pandey,23,22,73,4,541,17,2/23,31.82,7.41,25.7,0,0,6,0
PA Patel,26,-,-,-,-,-,-,-,-,-,-,-,9,2
NLTC Perera,1,1,1,0,19,0,-,-,19,-,0,0,0,0
SK Raina,147,58,128.2,0,928,24,2/0,38.66,7.23,32,0,0,84,0
AS Rajpoot,2,2,4,0,35,1,1/25,35,8.75,24,0,0,0,0
AT Rayudu,16,-,-,-,-,-,-,-,-,-,-,-,2,0
WP Saha,14,-,-,-,-,-,-,-,-,-,-,-,2,0
V Shankar,1,1,1,0,19,0,-,-,19,-,0,0,0,0
KV Sharma,6,5,9.3,0,89,4,2/13,22.25,9.36,14.2,0,0,3,0
MM Sharma,47,47,161.3,0,1259,57,4/14,22.08,7.79,17,1,0,10,0
DR Shorey,1,-,-,-,-,-,-,-,-,-,-,-,0,0
DR Smith,32,6,12,0,112,5,1/11,22.4,9.33,14.4,0,0,14,0
TG Southee,5,5,19,0,166,4,1/30,41.5,8.73,28.5,0,0,0,0
SB Styris,2,1,1,0,13,0,-,-,13,-,0,0,1,0
SN Thakur,13,13,46.4,1,431,16,2/18,26.93,9.23,17.5,0,0,4,0
T Thushara,6,6,22.3,0,161,8,2/16,20.12,7.15,16.8,0,0,3,0
S Tyagi,14,14,34.5,0,295,6,2/18,49.16,8.46,34.8,0,0,3,0
S Vidyut,9,1,2,0,22,1,1/22,22,11,12,0,0,1,0
M Vijay,65,-,-,-,-,-,-,-,-,-,-,-,32,0
SR Watson,15,11,28,0,251,6,2/29,41.83,8.96,28,0,0,3,0
DJ Willey,3,3,10,0,95,2,1/24,47.5,9.5,30,0,0,2,0
MA Wood,1,1,4,0,49,0,-,-,12.25,-,0,0,1,0
